name,Overall Rating
Alan Ruiz ,77
Joshua King ,77
Lorenzo De Silvestri ,77
Juan Fernando Quintero ,77
Daler Kuzyaev ,77
Gökhan Gönül ,77
Fernando Javier Llorente Torres ,77
Troy Deeney ,77
Miguel Luís Pinto Veloso ,77
Charlie Austin ,77
Lorenzo Tonelli ,77
Mauro Zárate ,77
Fernando Marçal de Oliveira ,77
Yoel Rodríguez Oterino ,77
Rick Karsdorp ,77
Javier Aquino ,77
Bojan Krkić Pérez ,77
Silvio Proto ,77
Carlos Sánchez ,77
Moussa Sissoko ,77
Sergio Padt ,77
Makoto Hasebe ,77
Jozy Altidore ,77
Adrien Trebel ,77
Mariano Barbosa ,77
Emanuel Mammana ,77
Nicolas De Préville ,77
Cengiz Ünder ,77
Callum Wilson ,77
Stéphane Sessègnon ,77
Wallace Fortuna Santos ,77
Nabil Dirar ,77
Pedro Mba Obiang Avomo ,77
Dominique Heintz ,77
Jesús Dátolo ,77
Vlad Chiricheş ,77
Cyril Théréau ,77
Wilmar Barrios ,77
Pedro Henrique Pereira da Silva ,77
Chris Wood ,77
Jordan Ayew ,77
Maximiliano Meza ,77
Estevão Daniel Formoso Serpa ,77
Claudio Nuno Coíntra Calegari ,77
Viktor Vasin ,77
Bruno Martins Indi ,77
Fabian Schär ,77
Itumeleng Khune ,77
Nicola Sansone ,77
Leonardo Spinazzola ,77
Joël Veltman ,77
Davy Pröpper ,77
Luis Carlos Correia Pinto ,77
Hiroki Sakai ,77
Rafael de Souza Pereira ,77
Fábio Santos Martins ,77
Denis Zakaria ,77
Pedro Bigas Rigo ,77
Santiago Mina Lorenzo ,77
Divock Origi ,77
Adelino André Vieira de Freitas ,77
Robin van Persie ,77
Wendell Nascimento Borges ,77
Mauro Boselli ,77
Mauricio Pereyra ,77
Federico Marchetti ,77
Jonas Hofmann ,77
Lourival Adnan Beretta Barbosa ,77
Felipe Caicedo ,77
Mauricio Isla ,77
Sergi Gómez Solà ,77
Marco Benassi ,77
William Vainqueur ,77
Alexey Berezutskiy ,77
Mehmet Ekici ,77
Robbie Brady ,77
Rubén Blanco Veiga ,77
Winston Reid ,77
Sergey Ignashevich ,77
Max Gradel ,77
Mathieu Debuchy ,77
Scott Brown ,77
José Luis García del Pozo ,77
Darío Cvitanich ,77
Kevin Lasagna ,77
Joel Campbell ,77
Aaron Lennon ,77
Nicolai Jørgensen ,77
Vitorino Hilton da Silva ,77
Yussuf Poulsen ,77
Vincent Koziello ,77
Jordan Lukaku ,77
Curtis Davies ,77
Giovani Lo Celso ,77
Nemanja Pejčinović ,77
Donny van de Beek ,77
Sofiane Boufal ,77
Jefferson Nascimento ,77
Facundo Ferreyra ,77
Rodrigo Battaglia ,77
Danilo Larangeira ,77
Marco Borriello ,77
Rodrigo Hernández Cascante ,77
Patrick Herrmann ,77
Edson Andre Sitoe ,77
Matías Kranevitter ,77
Martin Hinteregger ,77
Carlos Eduardo de Oliveira Alves ,77
Rémy Cabella ,77
Guillermo Ochoa ,77
Perparim Hetemaj ,77
Borja García Freire ,77
José Juan Vázquez ,77
Yoan Cardinale ,77
Blerim Džemaili ,77
Mame Diouf ,77
Rodrigo Modesto da Silva Moledo ,77
Yoann Gourcuff ,77
Soslan Dzhanaev ,77
Benjamin André ,77
Romain Hamouma ,77
Amadou Diawara ,77
Maxime Le Marchand ,77
Artem Dzyuba ,77
Everton Jorge Simão Resende ,77
Jose Holebas ,77
José Pedro Malheiro de Sá ,77
Federico Cartabia ,77
Andreu Fontàs Prat ,77
Kenneth Vermeer ,77
Fabián Ruiz Peña ,77
Nicolas Pallois ,77
Danny Latza ,77
Pione Sisto ,77
Yannick Bolasie ,77
Óscar Trejo ,77
Denis Glushakov ,77
Vincent Janssen ,77
Mattia De Sciglio ,77
Gaël Clichy ,77
Sébastien Corchia ,77
Otávio Edmilson da Silva Monteiro ,77
Omar Mascarell González ,77
Carlos Izquierdoz ,77
Demba Ba ,77
Leroy Fer ,77
Ashley Williams ,77
Carles Gil Pareja ,77
Ramiro Funes Mori ,77
Steve Cook ,77
Dominik Kohr ,77
Ricardo Sousa Esgaio ,77
Sergio Álvarez Díaz ,77
Paulo André Rodrigues Oliveira ,77
Antonín Barák ,77
Clint Dempsey ,77
Vicente Guaita Panadero ,77
Osvaldo Alonso ,77
Ariclenes Da Silva Ferreira ,77
Patrik Schick ,77
Ioannis Fetfatzidis ,77
Alessandro Schöpf ,77
Alberto Moreno Pérez ,77
Marc Muniesa Martínez ,77
Gastón Pereiro ,76
Unai Núñez Gestoso ,76
Dimitrios Siovas ,76
Pablo De Blasis ,76
Iuri José Picanço Medeiros ,76
Matt Phillips ,76
Lucas E. Santana de Oliveira ,76
Richarlison de Andrade ,76
Gino Morenda ,76
Arthur Masuaku ,76
Rolando Jorge Pires da Fonseca ,76
Mathieu Dossevi ,76
Pedro Alcalá Guirado ,76
Alan Patrick Lourenço ,76
Yuriy Lodygin ,76
José Manuel Flores Moreno ,76
Jonas Olsson ,76
Jesé Rodríguez Ruíz ,76
Julian Korb ,76
Danny Ings ,76
Lukas Rupp ,76
Theo Bongonda ,76
Marko Rog ,76
Frank Fabra ,76
Daniele Bonera ,76
Matt Ritchie ,76
César González Navas ,76
Danilo Barbosa da Silva ,76
Emre Akbaba ,76
Ivelin Popov ,76
Tom Cleverley ,76
Nicolás Burdisso ,76
Marko Livaja ,76
Florentin Pogba ,76
Jakub Jankto ,76
Jordan Amavi ,76
Neri Cardozo ,76
Mariano Andújar ,76
Javier López Rodríguez ,76
Danilo D'Ambrosio ,76
Sam Vokes ,76
Héldon Augusto Almeida Ramos ,76
Óscar Duarte ,76
Alexander Schwolow ,76
Etienne Capoue ,76
Franco Di Santo ,76
Remo Freuler ,76
Mario Pašalić ,76
Vitor Hugo Franchescoli Souza ,76
Bruno Fornaroli ,76
Tolgay Arslan ,76
Néstor Araujo ,76
Robert Snodgrass ,76
Ivan Ordets ,76
Cristian Riveros ,76
Macnelly Torres ,76
Mark Noble ,76
Milot Rashica ,76
Rômulo Souza Orestes Caldeira ,76
Emerson Palmieri dos Santos ,76
Giannelli Imbula ,76
Papy Djilobodji ,76
Christian Fuchs ,76
Bart Ramselaar ,76
Christophe Kerbrat ,76
Rafael Pinheiro Andrade Bittencourt ,76
Nico Elvedi ,76
Renan Bardini Bressan ,76
Matías Silvestre ,76
Santiago Ascacibar ,76
Łukasz Teodorczyk ,76
Luís Carlos Novo Neto ,76
Nawaf Al Abed ,76
Marcelo Augusto Ferreira Teixeira ,76
David Jefferson Seijalbo Vaz ,76
Bryan Ruíz ,76
Federico Di Francesco ,76
Lautaro Martínez ,76
Omar El Kaddouri ,76
Vladimir Hernández ,76
Ján Ďurica ,76
Antonio Rukavina ,76
Tony Jantschke ,76
Alejandro Domínguez ,76
Albano Bizzarri ,76
Sung Yueng Ki ,76
Leonel Vangioni ,76
Henry Onyekuru ,76
Alexis Ruano Delgado ,76
Christophe Jallet ,76
Matheus Fellipe Costa Pereira ,76
Nathan Redmond ,76
Alejandro Gálvez Jimena ,76
Édson Puch ,76
Lucas Ocampos ,76
Leandro Castán da Silva ,76
Ricardo Centurión ,76
Héctor Villalba ,75
A. Benjamin Chiamuloira Paes ,76
Yassin Ayoub ,76
Albin Ekdal ,76
Badou Ndiaye ,76
Nathaniel Chalobah ,76
Ramón Ábila ,76
Papakouli Diop ,76
Fernando Amorebieta ,76
Siphiwe Tshabalala ,76
Luca Rossettini ,76
Federico Viviani ,76
Gorka Iraizoz Moreno ,76
Nemanja Nikolić ,76
Marten de Roon ,76
Alexander Mejía ,76
Gil Bastiao Dias ,76
Lamine Sané ,76
Benjamin van Leer ,76
Constantin Budescu ,76
Kasper Dolberg ,76
Andrea Raggi ,76
Armando Izzo ,76
Ronaldo Jailson Cabrais Petri ,76
Alberto Paloschi ,76
Jérémy Morel ,76
Guilherme dos Santos Torres ,76
Rubens Sambueza ,76
Georges-Kévin Nkoudou ,76
Gaël Kakuta ,76
Eltildo Lucas Correia Pitta ,76
Andrea Poli ,76
Nico Schulz ,76
Nikola Vukčević ,76
Fabio Borini ,76
Jan-Arie van der Heijden ,76
Bill Hamid ,76
Valeri Qazaishvili ,76
Ciaran Clark ,76
Gökhan İnler ,76
Everton Jorge Andrade Zanon ,76
Marko Marin ,76
Marc Albrighton ,76
Michel Macedo Rocha Machado ,76
Andre Gray ,76
Ryan Thomas ,76
Maxime Gonalons ,76
Alessandro Gamberini ,76
Munir El Haddadi ,76
Giovanni Sio ,76
José Carlos Coentrão Marafona ,76
Silvan Widmer ,76
Santiago Gentiletti ,76
Petros Mantalos ,76
Santiago García ,76
Sebastián Sosa ,76
João José Pereira da Costa ,76
Régis Gurtner ,76
Admir Mehmedi ,76
Gregoire Defrel ,76
Dmytro Chygrynskyi ,76
Éder Macedo Lopes ,76
Yassine Benzia ,76
Waldemar Anton ,76
António Alberto Bastos Pimparel ,76
Andreas Samaris ,76
Román Martínez ,76
Gianluca Lapadula ,76
Dênis Rubens Stein Rebelo ,76
Johannes Geis ,76
Paul Verhaegh ,76
Brad Jones ,76
Ognjen Vranješ ,76
Miralem Sulejmani ,76
Rúben Tiago Rodrigues Ribeiro ,76
Håvard Nordtveit ,76
Renato Steffen ,76
Bruno da Silva Peres ,76
Bruno Miguel Semedo Varela ,76
Steven Zuber ,76
José Luis Palomino ,76
Yoshinori Mutō ,76
Marcus Coco ,76
Shane Duffy ,76
Khouma Babacar ,76
Lasse Schøne ,76
Paul Baysse ,76
Bradley Wright-Phillips ,77
Cláudio Pires de Morais Ramos ,76
Munas Dabbur ,76
Thiago Henrique Mendes Ribeiro ,76
Ante Rebić ,76
Rosberto J. Dourado Santos ,76
Paul Aguilar ,76
Steve Mounié ,76
Daniel Brosinski ,76
Roger Martí Salvador ,76
Jens Toornstra ,76
Sam Larsson ,76
Nordi Mukiele ,76
Alejandro Pozuelo Melero ,76
Niclas Füllkrug ,76
Andrés Eduardo Fernández Moreno ,76
Maximilian Eggestein ,76
Sofiane Hanni ,76
Tin Jedvaj ,76
Eneko Bóveda Altube ,76
Fabian Lustenberger ,76
Frederik Sørensen ,76
Marco Storari ,76
Sergio Gontán Gallardo ,76
Álvaro García Rivera ,76
Laureano Thomas Santeiro Marre ,76
Daniel Schwaab ,76
Sandro Ramírez Castillo ,76
Lucas Deaux ,76
Ermin Bičakčić ,76
Pierre Lees-Melou ,76
Anthony Knockaert ,76
Peter Pekarík ,76
Victor Vinícius Coelho dos Santos ,76
Ja Cheol Koo ,76
Guram Kashia ,76
Cássio Albuquerque Anjos ,76
Tomáš Koubek ,76
Bryan Cristante ,76
Javier Varas Herrera ,76
Alex McCarthy ,76
Georgiy Dzhikiya ,76
Maicón Marques Bitencourt ,76
Nicolás Castillo ,76
Sérgio Miguel Relvas de Oliveira ,76
Pierre-Emile Højbjerg ,76
Giampaolo Pazzini ,76
Okay Yokuşlu ,76
Denis Cheryshev ,76
Ivan Santini ,76
Youssouf Sabaly ,76
Juan Pablo Añor ,76
Luca Antonelli ,76
Kévin Théophile-Catherine ,76
David Timor Copoví ,76
Breel Embolo ,76
Harry Arter ,76
Valentin Eysseric ,76
Stefano Sturaro ,76
Alex Iwobi ,76
Andrea Ranocchia ,76
Fabricio Bustos ,76
Bernardo Espinosa ,76
Pontus Jansson ,76
Ismael Sosa ,76
Allan Nyom ,76
Nenad Tomović ,76
Pablo Aguilar ,76
Shoya Nakajima ,76
Facundo Roncaglia ,76
Christopher Schindler ,76
Rubén Botta ,76
Renato Civelli ,76
Simon Terodde ,76
Sebastian De Maio ,76
John Terry ,76
Aleksandar Mitrović ,76
Francisco Femenía Far ,76
Romain Saïss ,76
Maurício José da Silveira Júnior ,76
Bernard Gabriel Prestão Chaves ,76
Marius Wolf ,76
Jon Ander Serantes Simón ,76
Gareth Barry ,76
Sebastian Prödl ,76
Jetro Willems ,76
Fraser Forster ,76
Uílson de Souza Paula Júnior ,76
Carlos Manuel Cardoso Mané ,76
Aritz Elustondo ,76
Fred Marcos Aníbal Dias ,76
Ricardo José Araújo Ferreira ,76
Óscar Romero ,76
Nelson Arturo Reis Lopes ,76
Víctor Laguardia Cisneros ,76
Hernâni Jorge Santos Fortes ,76
Abdou Diallo ,76
Wes Morgan ,76
Alejandro Berenguer Remiro ,76
Cheikhou Kouyaté ,76
Yu Kobayashi ,76
Michał Pazdan ,76
Douglas Renato de Jesus ,76
Víctor Camarasa Ferrando ,76
Will Hughes ,76
Borja González Tomás ,76
Jonas Martin ,76
Óscar Murillo ,76
Ibrahim Amadou ,76
Erick Gutiérrez ,76
Dayot Upamecano ,76
Walter Benítez ,76
Enis Bardhi ,76
Mirco Antenucci ,76
Bouna Sarr ,76
Marco Ruben ,76
Pirmin Schwegler ,76
Aaron Hunt ,76
Kieran Tierney ,76
Eliseu Pereira dos Santos ,76
Stefano Denswil ,76
Jaume Domenech Sánchez ,76
Maurício Santos Nascimento ,76
Viktor Fischer ,76
Daniel Ginczek ,76
Arnaud Souquet ,76
Mikel Rico Moreno ,76
Felipe Pardo ,76
Pablo Zabaleta ,76
Joris Gnagnon ,76
Ihlas Bebou ,76
Ravel Morrison ,76
Sardar Azmoun ,76
Dayro Moreno ,76
James McArthur ,76
Sebastián Driussi ,76
Carlos Sánchez ,76
Wesley Hoedt ,76
Rubén Rochina Naixes ,76
Serdar Aziz ,76
Fredy Montero ,76
Charly Musonda ,76
Wout Weghorst ,76
Stephen Ward ,76
André Filipe Brás André ,76
Rúben Alves Dias ,76
Bruno César Zanaki ,76
Simon Francis ,76
Welington Kauê Dano Nascimento ,76
Juan Pedro Ramírez López ,76
Konstantinos Fortounis ,76
Sergey Ryzhikov ,76
Martín Benítez ,76
Daniel Castelo Podence ,76
Younousse Sankharé ,76
Alfred N'Diaye ,76
Stefan Bell ,76
Karol Linetty ,76
Issa Diop ,76
Raúl Bobadilla ,76
João Paulo Dias Fernandes ,76
Abdul Rahman Baba ,76
Erkan Zengin ,76
Łukasz Skorupski ,76
Raúl Rodríguez Navas ,76
Ahmed Hegazi ,76
Adrien Regattin ,76
Simon Falette ,76
Marko Pjaca ,76
Terence Kongolo ,76
Enes Ünal ,76
Serdar Gürler ,76
Jonathan Rodríguez Menéndez ,76
Andrew Surman ,76
Marco Höger ,76
Scott Dann ,76
Benjamin Henrichs ,76
Dennis Praet ,76
Aminu Umar ,76
Pedro Filipe Teodósio Mendes ,76
Gelson Tavares Fernandes ,76
Jefferson Lerma ,76
Jae Sung Lee ,76
Juan Francisco Moreno Fuertes ,76
Nicolò Barella ,76
Esteban Paredes ,76
Lewis Dunk ,76
Rubén Pardo Gutiérrez ,76
Žydrūnas Karčemarskas ,76
Danilo Manuel Vieira Espíndola ,76
Adrián Ramos ,76
Dmitriy Poloz ,76
Javier Espinosa González ,76
Ronny Rodelin ,76
Haris Medunjanin ,76
Juan Manuel Iturbe ,76
Emiliano Insúa ,76
Celso Ortíz ,76
DeAndre Yedlin ,76
Diego González ,76
Jonatan Maidana ,76
Thomas Kraft ,76
Paul Lasne ,76
Aurélien Chedjou ,76
Federico Ricca ,76
Federico Higuaín ,77
Omar Kharbin ,76
Ibai Gómez Pérez ,76
Yoric Ravet ,76
Raúl Ruidíaz ,76
Pere Pons Riera ,76
Giancarlo González ,76
Alexander Djiku ,76
Otávio Henrique Passos Santos ,76
Daryl Janmaat ,76
José de Jesús Corona ,76
Aleix Vidal Parreu ,76
Jordy Clasie ,76
Willy Boly ,76
Diego Rico Salguero ,76
Cristian Pavón ,76
Scott Sinclair ,76
José Márcio da Costa ,76
Carlos Villanueva ,76
Ladislav Krejčí ,76
Felipe Dal Bello ,75
Seko Fofana ,75
Edmilson Junior Da Silva ,75
Shane Long ,75
Jonas Svensson ,75
Enzo Roco ,75
Johannes Hopf ,75
Fredrik Midtsjø ,75
Gastón Lezcano ,75
Iván López Álvarez ,75
Eren Derdiyok ,75
Lasse Sobiech ,75
Junior Stanislas ,75
Thulani Hlatshwayo ,75
Oussama Assaidi ,75
Iván Cuéllar Sacristán ,75
Sven van Beek ,75
Fabrio Sandro Farinha Donatelo ,75
Jonas Lössl ,75
Boštjan Cesar ,75
Ferland Mendy ,75
Martin Braithwaite ,75
Ricardo Álvarez ,75
Francisco Rico Castro ,75
Dmitriy Tarasov ,75
Gabriel Appelt Pires ,75
Iván Ramis Barrios ,75
Valon Behrami ,75
Wellington S. Sánchez Aguiar ,75
Yuriy Gazinskiy ,75
João Maria Palhinha Gonçalves ,75
Radosav Petrović ,75
Karim Ansarifard ,75
Volkan Demirel ,75
Tranquillo Barnetta ,75
Miloš Ninković ,75
Davide Calabria ,75
James Chester ,75
Diafra Sakho ,75
Javier Pinola ,75
Felipe Gutiérrez ,75
Yannick Gerhardt ,75
Simão Alvin Donatinho Garcia ,75
Robin Knoche ,75
Tobias Strobl ,75
Junior Hoilett ,75
Bořek Dočkal ,75
Jimmy Durmaz ,75
Osama Hawsawi ,75
James Maddison ,75
Matías Alustiza ,75
Fayçal Fajr ,75
Saúl Berjón Pérez ,75
Dalbert Chagas Estevão ,75
Gareth McAuley ,75
Rodrigo Rey ,75
Jorge Hernández ,75
Jeff Hendrick ,75
Philipp Bargfrede ,75
Christian Träsch ,75
Christian Atsu ,75
Dimitri Liénard ,75
Aatif Chahechouhe ,75
Mario Hermoso Canseco ,75
Alan Franco ,75
Kévin Malcuit ,75
Salman Al Faraj ,75
Guido Carrillo ,75
Ayoze Pérez Gutiérrez ,75
Lewis Cook ,75
Marvin Zeegelaar ,75
Valon Berisha ,75
Gian Marco Ferrari ,75
José Luis Sanmartín Mato ,75
Ömer Ali Şahiner ,75
Ismaël Traoré ,75
Stuart Armstrong ,75
Francisco Geraldes ,75
Leigh Griffiths ,75
Ivan Ricardo Cavaleiro ,75
Gonzalo Castro ,75
Davide Santon ,75
Jairo Samperio Bustara ,75
Riechedly Bazoer ,75
Silas Enaldo Barros de Almeida ,75
Stefan Kießling ,75
Hélder Wander Sousa Azevedo Costa ,75
Erik Durm ,75
Geoff Cameron ,75
Róbert Mak ,75
Tolga Ciğerci ,75
Mathieu Flamini ,75
Fabian Frei ,75
Lucas Pedro Alves de Lima ,75
Alessandro Baia Marques ,75
Liam Moore ,75
Nicolás Spolli ,75
Robert Berić ,75
Tom Rogić ,75
Philipp Tschauner ,75
Gabriel Jairo Aníbal Rangel ,75
Joel Obi ,75
Brandley Kuwas ,75
Mattia Destro ,75
Matías Britos ,75
Muhamed Bešić ,75
Yassine Bounou ,75
Diego Castro Giménez ,75
Anthony Mounier ,75
Eduardo Vargas ,75
Simão Alvin Acunha Bardini ,75
Emmanuel Badu ,75
Mikel Agu ,75
Ludovic Butelle ,75
Allan Norberto Bardini Paneira ,75
André Filipe Luz Horta ,75
Ole Kristian Selnæs ,75
Julio Buffarini ,75
Abel Hernández ,75
Diego Mariño Villar ,75
Guillermo Fernández ,75
Ailton Sérgio Guevara Muscato ,75
Edinaldo Gomes Pereira ,75
Yuriy Zhirkov ,75
Ezequiel Schelotto ,75
João Pedro da Silva Pereira ,75
Pablo Insua Blanco ,75
Sylvester Igboun ,75
Antonio Latorre Grueso ,75
Víctor Rodríguez Romero ,75
Ludovic Baal ,75
Adilson Patrick Edrada Pereira ,75
Artur Ioniţă ,75
Claudio Pizarro ,75
Andrés Ibargüen ,75
Jasmin Kurtić ,75
Kevin Wimmer ,75
Antonio Barreca ,75
Yūya Ōsako ,75
Sergiy Kryvtsov ,75
Patrick van Aanholt ,75
Soualiho Meïté ,75
Oribe Peralta ,75
Edgar Antonio Méndez Ortega ,75
Julio Leonardo Dourado de Freitas ,75
Etienne Didot ,75
Matías Fritzler ,75
Alexander Meier ,75
Timothée Kolodziejczak ,75
Caio Rodrigo Nunes Anjos ,75
Jürgen Damm ,75
Bongani Zungu ,75
Alessandro Diamanti ,75
Otávio Alberto Cairinho Monteiro ,75
Claudio Yacob ,75
Robert Kenedy Nunes do Nascimento ,75
Georgiy Schennikov ,75
Leonardo Rodrigues Pereira ,75
Ahmed Musa ,75
Abdoulay Diaby ,75
Jean-Paul Boëtius ,75
Jaime Mata Arnaiz ,75
Younès Kaboul ,75
Luca Cigarini ,75
Riccardo Meggiorini ,75
Bogdan Butko ,75
Jorge Franco Alviz ,75
James Collins ,75
Mahmoud Abdel Moneim ,75
Rafael Vaz dos Santos ,75
José Cuadrado ,75
Jeremy Toljan ,75
Frenkie de Jong ,75
Ike Opara ,75
Ola Kamara ,75
Sereso Geoffroy Gonzaroua Dié ,75
Eric Bicfalvi ,75
Andrea Conti ,75
Luan Vágner Boas Macedo ,75
Mauro Dos Santos ,75
Camilo Vargas ,75
Abdelhak Nouri ,75
Caner Erkin ,75
Hany Mukhtar ,75
Tim Krul ,75
Dwight Gayle ,75
Ellyes Skhiri ,75
Jaime Valdés ,75
Rúben Miguel Nunes Vezo ,75
Andrés Pérez ,75
Saphir Taïder ,75
Moritz Bauer ,75
Alyaksandr Martynovich ,75
Kaku Guélor Kanga ,75
Jano Ananidze ,75
Stefan Ilsanker ,75
Fabián Castillo ,75
Luca Zuffi ,75
Luciano Narsingh ,75
Andre Blake ,75
Melvin Luan Parrela Porfírio ,75
Nicholas Júlio Aldair Leal ,75
Jorgino Silas Ruiz Prestes ,75
Fabrício dos Santos Messias ,75
Manuel Lazzari ,75
Jhon Córdoba ,75
Renato Júnior Luz Sanches ,75
Jesús Dueñas ,75
Matías Caruzzo ,75
Trent Alexander-Arnold ,75
Sebastián Blanco ,75
Guillaume Gillet ,75
Ghislain Konan ,75
Derlis González ,75
Stanislav Lobotka ,75
Felipe Mora ,75
Sebastián Torrico ,75
Dyego Wilverson Ferreira Sousa ,75
Christian Kabasele ,75
Pierrick Capelle ,75
Manuel Akanji ,75
Milton Caraglio ,75
Paulo Henrique Soares dos Santos ,75
Artur Boruc ,75
Billy Ketkeophomphone ,75
Thomas Monconduit ,75
Justin Kluivert ,75
Hugo Ayala ,75
Moussa Konaté ,75
Alejandro Donatti ,75
Lukas Klostermann ,75
Patrice Evra ,75
Erick Pulgar ,75
Roman Shishkin ,75
Francesco Caputo ,75
Tim Howard ,75
Lucas Andersen ,75
Marcelo Martins ,75
Rafael Jorgino Cachoira Rebelo ,75
Danny Simpson ,75
Gelmin Rivas ,75
Ramadan Sobhi ,75
Gregory van der Wiel ,75
Franco Mussis ,75
Danilo Manuel Aldair Rochela ,75
Jakub Błaszczykowski ,75
Matthias Ostrzolek ,75
Jean Beausejour ,75
Jagoš Vuković ,75
Gonçalo Mendes Paciência ,75
Iñigo Córdoba Kerejeta ,75
Douglas Justino de Melo ,75
Roberto Inglese ,75
Moussa Dembélé ,75
Marcos Angeleri ,75
Erik Pieters ,75
Jakob Johansson ,75
Andrea Petagna ,75
Ron Vlaar ,75
Souleymane Bamba ,75
Sven Kums ,75
Lucas Barrios ,75
Ricky van Wolfswinkel ,75
Éder Balanta ,75
Keiren Westwood ,75
Miguel Angel Britos ,75
Björn Engels ,75
Leandro Chichizola ,75
Stefan Ristovski ,75
Amin Younes ,75
Levin Öztunali ,75
Miloš Jojić ,75
Diego Rigonato Rodrigues ,75
Baptiste Santamaria ,75
Emiliano Moretti ,75
Davie Selke ,75
Mike Maignan ,75
Daniel Amartey ,75
Zainadine Chavango Júnior ,75
Ramazan Özcan ,75
Roman Weidenfeller ,75
Stijn Schaars ,75
Mauricio Pinilla ,75
Alfie Mawson ,75
Mauricio Lemos ,75
Alfred Duncan ,75
Marc Stendera ,75
Carlos Salcedo ,75
Martin Olsson ,75
William Tesillo ,75
Timo Baumgartl ,75
Thiago Maia Alencar ,75
Giulio Donati ,75
Youssef Aït Bennasser ,75
Houssem Aouar ,75
Solomon Kverkvelia ,75
Lazar Marković ,75
Pablo Maffeo Becerra ,75
Sofyan Amrabat ,75
Albert Adomah ,75
Pedro Tanausú Domínguez Placeres ,75
Maya Yoshida ,75
Nick Viergever ,75
Danilo Cataldi ,75
Steven Bergwijn ,75
Christian Marrugo ,75
Jonathan De Guzmán ,75
Ruben Loftus-Cheek ,75
Alan Pulido ,75
Aitor Sanz Martín ,75
Ibrahim Afellay ,75
André Franck Zambo Anguissa ,75
Mijat Gaćinović ,75
Calum Chambers ,75
James Morrison ,75
Cheick Diabaté ,75
Adam Smith ,75
Luca Rigoni ,75
Miha Mevlja ,75
Charlie Daniels ,75
Enrique García Martínez ,75
Konstantinos Stafylidis ,75
Sabin Merino Zuloaga ,75
Jean-Armel Kana-Biyik ,75
Aden Flint ,75
Cristian Rodríguez ,75
Dale Stephens ,75
Karl-Johan Johnsson ,75
Ishak Belfodil ,75
Mikel Merino Zazón ,75
Simone Missiroli ,75
Miloš Veljković ,75
Emmanuel Gigliotti ,75
Emmanuel Mas ,75
Andrey Eschenko ,75
Stefano Okaka ,75
Jonathan Kodjia ,75
Nuno Miguel Sousa Pinto ,75
Cristiano Biraghi ,75
Cristopher Toselli ,75
Marco Bizot ,75
Rasmus Elm ,75
Hasan Ali Kaldırım ,75
Fernando Monetti ,75
Jean-Kévin Augustin ,75
Ozan Tufan ,75
Mouctar Diakhaby ,75
Yvon Mvogo ,75
Kaíque Osvaldo Castro Rodrigues ,75
Gaku Shibasaki ,75
Paolo Hurtado ,75
Thilo Kehrer ,75
James Forrest ,75
Leandro Fernández ,75
Fernando Lopes dos Santos Varela ,75
Marcel Tisserand ,75
Kelechi Iheanacho ,75
Roman Neustädter ,75
Álvaro Vázquez García ,75
Florian Niederlechner ,75
Aymen Abdennour ,75
Ignacio Fernández ,75
Malang Sarr ,75
Sacha Kljestan ,75
Selçuk İnan ,75
José Ángel Valdés Díaz ,75
Harry Winks ,75
Francesco Magnanelli ,75
Andeson Jaime Trigo Gonçalves ,75
Pedro Mosquera Parada ,75
Viktor Claesson ,75
Àlex Granell Nogué ,75
Jérôme Gondorf ,75
Lazaros Christodoulopoulos ,75
Mathias Jørgensen ,75
Rachid Ghezzal ,75
Adama Traoré Diarra ,75
Ramy Bensebaini ,75
Laurent Depoitre ,75
Ludwig Augustinsson ,75
Alaixys Romao ,75
Valentino Lazaro ,75
Erick Sebastião Laforte Medeiros ,75
Mirko Valdifiori ,75
Rubén Salvador Pérez del Mármol ,75
Nampalys Mendy ,75
Rodrigo Ely ,75
Johnny Herrera ,75
Dominic Maroh ,75
Rodrigo Bentancur ,75
Yusuf Yazıcı ,75
Ridgeciano Haps ,75
David Soria Solís ,75
Felix Uduokhai ,75
Theo Hernández ,75
Ricardo Jorge Novo Nunes ,75
Ricardo José Monteiro ,75
Chancel Mbemba ,75
Anthony Limbombe ,75
Antonio Barragán Fernández ,75
Oumar Niasse ,75
Ervin Zukanović ,75
Steven Davis ,75
Şener Özbayraklı ,75
Antonio García Aranda ,75
Ádám Szalai ,75
Diego Rodríguez ,75
Adalberto Peñaranda ,75
Bakary Koné ,75
Andreas Cornelius ,75
Matz Sels ,75
Demarai Gray ,75
Alessio Cerci ,75
Marko Dmitrović ,75
Theodor Gebre Selassie ,75
Luis Quiñones ,75
Pablo Armero ,75
Leonardo de Matos Cruz ,75
Florian Kainz ,75
Dario Dainelli ,75
Martín Mantovani ,75
Bartosz Białkowski ,75
Arouna Koné ,75
Julián Omar Ramos Suárez ,75
Victor Martin Maia Padilha ,75
Jonathan Orozco ,75
Lucas Zelarayán ,75
Nabil El Zhar ,75
Christopher Jullien ,75
Wanderson Souza Carneiro ,75
Toni Leistner ,75
Adrian Mierzejewski ,75
José Luis Gómez ,75
Paolo Goltz ,75
Deniz Türüç ,75
Gonzalo Jara ,75
Brandon Mechele ,75
Julio Alberto Barroso ,75
Kauê Enaldo Lima Rodrigues ,75
Salih Uçan ,75
Deivson Rogério Da Silva ,75
José Alberto Cañas Ruíz-Herrera ,75
Zakaria Labyad ,75
Florian Grillitsch ,75
Joe Bryan ,75
